time,ax,ay,az,aT
56.991,-0.0269,0.2646,-2.0302,2.048
56.997,-0.6978,0.1467,-1.0055,1.233
57.017,0.076,0.4329,-0.5601,0.712
57.02,0.2256,-0.2338,-1.0425,1.092
57.026,0.2343,0.2381,0.9794,1.035
57.033,-0.0864,0.4026,-2.1427,2.182
57.086,0.1188,0.6399,-0.025,0.651
57.087,0.1346,0.336,-0.5983,0.699
57.088,0.747,-0.1698,0.3379,0.837
57.088,-0.4087,-0.7851,0.0733,0.888
57.089,-0.0537,0.0687,-1.4985,1.501
57.093,0.2118,0.7686,0.0003,0.797
57.107,-0.0277,-0.2016,0.0446,0.208
57.135,-0.0702,-0.6628,-0.3324,0.745
57.138,-0.4317,-0.5754,-0.9621,1.201
57.14,-0.0721,0.0868,-0.3648,0.382
57.15,0.0797,0.818,0.6168,1.028
57.153,0.3756,0.9273,-0.36,1.063
57.162,0.0609,-0.2886,-0.4246,0.517
57.216,0.4647,-0.7289,0.0327,0.865
57.217,0.1049,0.0232,0.3296,0.347
57.217,0.1055,0.8362,-1.0363,1.336
57.218,-0.3108,-0.5208,-0.3001,0.677
57.218,-0.207,-0.0867,-0.0929,0.243
57.223,-0.3661,-0.8829,-0.0881,0.96
57.233,0.0772,-0.7818,1.1425,1.387
57.245,0.2195,0.3241,-0.8496,0.935
57.298,0.4469,0.0099,1.007,1.102
57.3,0.3437,-0.0982,-0.7803,0.858
57.302,0.0437,-0.6834,1.1506,1.339
57.303,-0.0902,0.0955,-0.0777,0.153
57.306,0.5684,0.6738,0.7698,1.17
57.307,0.5756,0.2522,0.6836,0.929
57.316,-0.0907,-0.2072,0.1377,0.265
57.323,-0.3645,-0.5672,-0.6213,0.917
57.334,0.5549,0.5068,-0.577,0.947
57.377,0.4252,0.4782,1.367,1.509
57.381,-0.5256,0.4636,-0.3532,0.785
57.389,-0.1702,-0.2283,-1.1026,1.139
57.391,-0.7585,-1.0087,-0.8092,1.499
57.393,0.2236,0.0739,-0.012,0.236
57.394,0.7688,0.4699,1.2426,1.535
57.405,0.0923,0.7223,0.055,0.73
57.414,-0.2567,-0.214,-0.5746,0.665
57.43,-0.5217,-0.0471,-0.7195,0.89
57.434,-0.6244,-0.2165,-0.4381,0.793
57.495,0.3199,-0.1417,1.7957,1.829
57.496,-0.0526,0.4127,-1.6879,1.738
57.496,-0.5607,-0.9781,0.2048,1.146
57.497,-0.7538,-0.9568,-0.8786,1.502
57.498,-0.0147,0.0998,-0.2789,0.297
57.498,0.0826,0.289,-0.1796,0.35
57.505,-0.3164,-0.1097,0.5794,0.669
57.513,-0.72,-0.8885,0.2849,1.179
57.531,-0.5485,-0.5815,0.231,0.832
57.535,-0.0032,0.1759,-0.0599,0.186
57.587,0.5067,0.6811,0.0658,0.851
57.589,0.2178,0.5623,-0.261,0.657
57.59,0.3372,-0.0549,0.6404,0.726
57.591,-0.6995,-0.5603,-2.0578,2.245
57.592,-0.7885,-0.4814,-1.2857,1.583
57.594,-0.0874,0.4722,-0.5279,0.714
57.605,0.4125,0.1173,0.0922,0.439
57.613,-0.6407,-0.5338,0.2455,0.869
57.633,-1.0055,-0.5918,-0.7708,1.398
57.636,-0.53,-0.2749,-0.9335,1.108
57.703,-0.1413,0.2048,0.4456,0.51
57.705,0.1937,-0.5715,1.1784,1.324
57.706,-0.3405,-0.5367,-0.1372,0.65
57.708,-0.5036,-0.7742,0.1621,0.938
57.708,-0.3826,-0.1117,-0.8518,0.94
57.709,0.2746,0.8053,-0.2016,0.874
57.71,0.4686,-0.016,0.5646,0.734
57.713,-0.4722,-0.4235,-0.7127,0.954
57.723,-0.3607,-0.9237,-0.1548,1.004
57.749,-0.4652,-0.4366,0.1182,0.649
57.752,0.4938,0.8236,0.2799,1
57.754,0.3861,0.4654,0.6259,0.87
57.811,0.2927,0.0697,-0.193,0.357
57.814,-0.0184,-0.5134,0.8377,0.983
57.817,-0.2367,-0.0838,-2.0509,2.066
57.821,0.0342,0.7493,-0.8669,1.146
57.823,0.0799,0.156,-0.0876,0.196
57.825,0.6018,-0.1012,0.2524,0.66
57.826,0.5986,-0.1014,0.2523,0.657
57.841,-0.3385,-0.2503,-1.1531,1.228
57.844,0.4158,0.5053,0.0776,0.659
57.897,0.4804,0.4818,0.256,0.727
57.9,1.206,0.046,0.3708,1.263
57.902,-0.1431,-0.347,0.2354,0.443
57.905,0.4158,0.8256,-0.2412,0.955
57.906,0.2636,0.6635,-0.2161,0.746
57.908,0.7782,0.5532,-0.3096,1.004
57.914,0.3038,-0.2908,0.7234,0.837
57.928,0.3242,0.0887,-1.0532,1.106
57.996,0.4085,0.7168,0.1737,0.843
57.998,0.737,1.0011,0.1617,1.254
58.001,0.4363,0.1399,-0.0324,0.459
58.003,-0.5961,-0.2859,-0.1437,0.677
58.004,-0.3538,-0.8388,-0.85,1.245
58.005,-0.1474,-0.2719,1.0126,1.059
58.007,-0.5327,0.4274,-1.0464,1.25
58.008,-0.8112,-0.3037,-0.4598,0.981
58.013,-0.1272,-0.1528,-0.7626,0.788
58.031,-0.027,-0.1292,0.0406,0.138
58.085,0.8711,0.3609,0.8259,1.253
58.085,0.4872,0.9304,0.711,1.268
58.086,0.0231,0.8023,0.0036,0.803
58.086,0.3428,0.804,-0.723,1.134
58.086,0.7631,-0.5254,0.7531,1.194
58.087,0.2688,0.4631,1.6797,1.763
58.093,0.3994,1.1307,-0.4871,1.294
58.104,-0.0252,-0.1984,-0.8904,0.913
58.131,-0.0132,-0.0381,-0.0883,0.097
58.135,0.2448,0.0026,0.1046,0.266
58.138,0.2263,0.409,-0.8675,0.985
58.149,0.1006,0.5584,-0.3586,0.671
58.154,0.3059,0.2534,-0.5405,0.671
58.162,-0.6384,-0.9171,-0.6026,1.27
58.222,-0.8508,-0.7787,-0.7092,1.354
58.223,0.0569,-0.2055,-0.7319,0.762
58.223,0.434,0.6459,-0.1034,0.785
58.224,0.0497,0.0146,0.0199,0.055
58.225,-0.7801,-0.9028,-1.1126,1.631
58.225,-0.59,-0.6934,-0.696,1.146
58.247,0.2015,-0.1589,0.7213,0.766
58.25,0.5299,0.1497,0.1729,0.577
58.307,-0.0157,0.4669,-0.6507,0.801
58.31,-0.5744,-0.9321,-0.4544,1.185
58.311,-0.3038,-0.5727,-0.5526,0.852
58.311,0.8199,0.7267,0.1979,1.113
58.313,0.6057,0.5035,1.4046,1.61
58.314,0.7658,0.6887,0.0782,1.033
58.317,-0.0729,-0.4112,0.0603,0.422
58.327,0.2684,-0.2026,-0.1852,0.384
58.378,0.2248,0.4479,0.1847,0.534
58.38,-0.1733,0.3031,-0.3229,0.476
58.381,-0.1551,-0.1971,-0.1169,0.277
58.383,-0.45,-0.5758,-0.3611,0.815
58.384,-0.3472,-1.1362,0.0962,1.192
58.386,-0.4293,-0.6761,-0.6521,1.033
58.393,0.6509,0.5793,-0.3673,0.946
58.409,-0.0711,-0.5279,0.0133,0.533
58.413,-0.0111,-0.5428,0.4131,0.682
58.465,-0.7387,-0.1454,-0.2681,0.799
58.466,-0.4927,-0.0788,-0.7315,0.885
58.466,0.8334,0.5702,0.9923,1.416
58.467,0.1414,-0.0234,-0.2455,0.284
58.467,0.0775,-0.5889,-0.3712,0.7
58.475,-0.4263,-0.8019,-1.1901,1.497
58.494,-0.5744,-0.4583,-0.5796,0.936
58.496,0.7714,0.6404,-0.3079,1.049
58.513,0.5571,0.1894,1.5799,1.686
58.517,-0.2578,-0.2333,-1.4034,1.446
58.591,-1.0123,-0.8265,-0.8324,1.549
58.594,-0.512,-0.2218,-0.8396,1.008
58.594,-0.0232,0.3629,0.5191,0.634
58.595,-0.1984,-0.2011,-0.2913,0.406
58.6,-0.3416,-0.4565,-0.411,0.703
58.603,-0.5023,-0.8125,-0.2027,0.977
58.605,0.1944,0.2854,-0.0902,0.357
58.607,0.4732,0.7615,-0.0974,0.902
58.608,0.4165,0.0625,0.1863,0.461
58.617,-0.0613,-0.4031,-0.0256,0.409
58.634,-0.4661,-0.3781,-0.6385,0.876
58.638,-0.059,0.8175,-0.7067,1.082
58.643,0.179,0.7344,0.0606,0.758
58.688,0.8092,0.1021,0.9836,1.278
58.69,-0.1601,-0.2835,0.0583,0.331
58.691,-0.2149,-0.2653,-0.8408,0.907
58.691,-0.2922,0.3809,-0.7677,0.905
58.694,-0.3673,0.8694,-0.3451,1.005
58.705,0.1676,0.246,-0.2205,0.37
58.714,-0.1489,-1.0367,1.4507,1.789
58.731,-0.3723,-0.154,-2.1538,2.191
58.736,-0.4436,0.203,0.1817,0.521
58.804,-0.0508,0.3527,-0.7639,0.843
58.806,-0.2075,0.1349,0.6104,0.659
58.807,-0.5906,-0.6967,-0.3652,0.984
58.807,-0.5369,-0.2271,-1.257,1.386
58.808,0.1107,0.4164,-0.3399,0.549
58.809,0.2825,0.9614,-0.2609,1.036
58.81,0.5528,1.0286,0.1007,1.172
58.813,0.358,-0.3299,0.181,0.519
58.824,-0.0117,-0.1411,0.6503,0.666
58.845,-0.0207,0.6252,-0.682,0.925
58.849,0.4443,0.5153,0.1368,0.694
58.899,0.3894,0.1296,0.314,0.517
58.901,0.2388,-0.4135,-0.1708,0.507
58.902,0.7073,-0.5764,1.0431,1.386
58.903,-0.5119,0.1267,-1.5906,1.676
58.904,-0.4172,0.538,-0.5743,0.891
58.906,-0.2468,0.5867,-0.0727,0.641
58.914,-0.0785,-0.4998,-0.9872,1.109
58.929,0.4268,-0.5534,1.3088,1.484
58.986,-0.079,0.28,-2.5147,2.532
58.988,0.2394,0.4966,-0.3252,0.64
58.989,-0.2356,-0.3777,-0.9345,1.035
58.99,0.2542,-0.661,-0.5071,0.871
58.99,-0.4045,-0.5747,-0.5108,0.869
58.991,-0.0879,0.1745,-0.7191,0.745
58.994,0.4314,0.6307,0.2924,0.818
59.003,-0.1473,-0.341,0.1332,0.395
59.013,-0.2864,-0.7479,-0.0499,0.802
59.029,-0.2348,-0.3419,-0.6653,0.784
59.102,0.4682,0.4149,-0.4965,0.799
59.104,0.1149,0.5322,0.5066,0.744
59.105,0.1384,-0.0653,-0.8605,0.874
59.107,-0.438,-0.8267,-0.9048,1.302
59.109,-0.6493,-0.6377,-1.1777,1.488
59.111,0.7259,0.0879,0.3857,0.827
59.112,-0.2643,0.7265,-1.3825,1.584
59.116,-0.1189,0.091,-0.4236,0.449
59.132,-0.2652,-0.5153,-0.7085,0.915
59.136,-0.5371,-0.4364,0.0601,0.695
59.139,0.5023,-0.5978,1.0345,1.296
59.145,0.1413,0.1164,-0.7624,0.784
59.158,0.1484,-0.4897,0.4622,0.69
59.162,-0.0717,-0.6916,-0.7983,1.059
59.224,0.2008,-0.2908,0.2694,0.444
59.225,0.1865,0.3763,0.6859,0.804
59.226,0.4547,0.6603,0.322,0.864
59.226,-0.3064,-0.0732,0.7864,0.847
59.227,0.0908,-0.4264,-0.0456,0.438
59.228,-0.3721,-0.5086,-0.218,0.667
59.247,-0.3722,-0.5052,-0.218,0.664
59.249,0.8122,0.4557,0.7564,1.2
59.296,-0.4623,-0.0578,0.6091,0.767
59.299,-0.4058,-0.5779,-1.7348,1.873
59.3,-0.7492,-1.0225,-1.5253,1.983
59.301,-0.6419,-0.183,0.3757,0.766
59.303,0.5391,-0.1478,0.7863,0.965
59.305,-0.5329,-0.1618,0.1698,0.582
59.322,-0.7114,-0.5061,-0.9518,1.292
59.324,-0.2549,-0.7874,-0.7949,1.148
59.375,0.0417,0.6321,-0.2274,0.673
59.378,0.7692,0.4043,1.6485,1.864
59.383,-0.2718,-0.1266,-0.541,0.619
59.386,-0.8263,-0.9843,-0.0347,1.286
59.388,-0.1255,0.2863,-0.9683,1.018
59.389,0.1019,0.1186,0.6131,0.633
59.394,0.2987,0.3532,1.1387,1.229
59.412,0.2616,0.3311,0.1128,0.437
59.492,-0.5547,-0.6314,0.6216,1.045
59.494,-0.3458,-0.355,0.0913,0.504
59.496,0.2116,0.6193,-0.366,0.75
59.497,0.6467,0.9386,0.2062,1.158
59.499,0.3909,0.3074,0.3307,0.597
59.5,-0.2216,-0.7233,0.8454,1.134
59.502,-0.3455,-0.2987,-2.1186,2.167
59.504,-0.6912,-0.2481,-1.1789,1.389
59.504,-0.3225,0.5107,-0.4929,0.78
59.505,0.4504,-0.1603,-0.178,0.51
59.528,-0.4131,-0.5997,1.0922,1.313
59.531,-0.4579,-0.0949,-1.1835,1.273
59.577,0.0494,0.2025,-0.6328,0.666
59.577,0.428,0.9188,-0.0892,1.018
59.578,1.6119,0.7877,0.2855,1.817
59.579,-0.0811,-0.1998,0.0699,0.227
59.579,0.1951,0.3341,-0.7706,0.862
59.584,-0.0441,0.4186,-0.3803,0.567
59.593,0.7132,0.8354,0.0315,1.099
59.61,0.7635,0.4328,-0.1469,0.89
59.677,0.0815,-0.2735,-0.9838,1.024
59.684,-0.5156,-0.8975,-0.6499,1.222
59.686,-0.2116,0.2085,-0.535,0.612
59.688,0.4231,0.6383,-0.0825,0.77
59.689,-0.4799,-0.4563,0.0276,0.663
59.69,-0.0771,-0.4017,-0.535,0.674
59.691,0.4591,0.0989,-0.134,0.488
59.692,-0.1286,0.4017,-1.057,1.138
59.695,-0.1424,0.5612,-0.6931,0.903
59.706,0.3697,0.0592,-0.0442,0.377
59.722,-0.1763,-0.6267,0.6597,0.927
59.727,0.3752,0.016,1.1505,1.21
59.79,-0.1623,0.2841,-0.4573,0.562
59.79,-0.0107,0.8137,-0.3351,0.88
59.791,0.5466,0.0507,-0.3949,0.676
59.791,0.4728,-0.4761,0.0947,0.678
59.792,0.1838,-0.1674,0.042,0.252
59.792,0.725,0.969,-0.2478,1.235
59.793,0.1051,0.7163,0.2586,0.769
59.802,0.4968,0.0599,0.3041,0.586
59.822,0.0084,-0.4112,0.5877,0.717
59.827,0.0867,-0.0521,-0.7746,0.781
59.878,0.6729,0.5404,-0.4322,0.965
59.88,0.8359,0.9878,0.1878,1.308
59.883,-0.1303,-0.666,0.4369,0.807
59.883,-0.4275,-0.7966,0.0239,0.904
59.885,-0.5804,-0.6678,-0.8393,1.22
59.887,0.3947,0.1125,-0.2264,0.469
59.894,-0.6159,-0.4379,0.0788,0.76
59.904,-1.0524,-1.0412,-0.5593,1.583
59.925,0.0005,-0.4226,-0.5282,0.676
59.929,0.6621,-0.6392,2.1664,2.354
60.005,0.7021,0.3323,0.2486,0.816
60.007,0.6589,0.4259,0.8039,1.123
60.008,0.3148,0.7065,0.088,0.778
60.008,-0.1081,-0.3052,-0.4866,0.584
60.009,0.1704,-0.3999,-0.6374,0.772
60.011,0.3137,0.7132,1.3306,1.542
60.013,0.1159,0.6398,-0.3933,0.76
60.015,-0.0422,-0.0643,-0.0605,0.098
60.016,0.1641,-0.1543,-0.8697,0.898
60.023,-0.0243,-0.1917,0.7978,0.821
60.038,-0.0995,0.5055,-0.2496,0.572
60.043,0.3201,0.5487,0.8828,1.088
60.093,0.3919,-0.0737,-0.0724,0.405
60.094,-0.0841,-0.8189,0.2795,0.869
60.094,-0.2107,-0.1477,-0.6375,0.687
60.095,0.3312,0.3111,-0.0641,0.459
60.095,0.0938,0.2858,0.0952,0.315
60.103,-0.2287,-0.0275,-0.1969,0.303
60.118,-0.4436,-0.392,-0.0114,0.592
60.125,-0.5449,-0.2695,-0.4627,0.764
60.139,0.131,0.0177,1.4503,1.456
60.143,-0.0787,-0.1419,-0.7644,0.781
60.206,0.0553,-0.4198,-0.5932,0.729
60.206,-0.9542,-1.1119,-0.507,1.55
60.207,-0.7685,-0.0054,-0.8494,1.145
60.207,-0.1363,0.5809,-0.3203,0.677
60.208,-0.1709,0.1715,1.607,1.625
60.208,0.246,0.0267,-1.1187,1.146
60.231,-0.7248,-0.6396,0.1059,0.972
60.234,-0.0765,-0.1859,-0.489,0.529
60.237,0.2261,0.5106,0.5561,0.788
60.259,0.1655,0.591,-0.0413,0.615
60.261,-0.1579,-0.1255,0.0306,0.204
60.263,-0.6615,-0.4839,-0.3142,0.878
60.306,-0.3168,-0.0706,-0.5823,0.667
60.307,0.0449,0.4736,-0.2267,0.527
60.307,0.6334,0.644,0.2641,0.941
60.308,-0.1022,-0.6607,-0.1584,0.687
60.316,-0.067,-0.3148,-0.5834,0.666
60.322,-0.1633,-0.3225,-0.0567,0.366
60.368,-0.3179,0.0991,-0.2482,0.415
60.37,0.6523,0.7705,0.1277,1.018
60.371,0.2044,-0.2792,0.6329,0.721
60.372,-0.0873,-0.4061,-0.9832,1.067
60.373,-0.9955,-0.8998,-1.1759,1.784
60.382,-0.3847,0.3494,-0.3583,0.631
60.404,0.4159,0.6585,-0.9604,1.236
60.406,0.5486,0.1102,1.2531,1.372
60.46,-0.1309,0.1131,-2.027,2.034
60.464,-0.6436,-0.5229,-1.153,1.42
60.467,-0.3996,0.0013,-0.8358,0.926
60.469,0.5154,0.5235,-0.1534,0.75
60.471,-0.2331,-0.5635,0.0884,0.616
60.472,-0.6726,-0.6846,-1.2559,1.581
60.477,-0.6479,-0.6087,-0.6717,1.114
60.483,-0.2702,0.1008,-0.1186,0.312
60.503,0.3671,0.0593,0.413,0.556
60.506,0.027,-0.2628,0.2107,0.338
60.556,-0.3046,-0.0856,-0.1927,0.37
60.557,-0.0239,0.2307,0.2946,0.375
60.557,-0.0266,0.3996,-1.5298,1.581
60.558,0.3929,0.7035,-0.0729,0.809
60.559,0.8542,0.3041,-0.9527,1.315
60.565,0.2174,-0.416,0.5185,0.699
60.574,-0.8156,0.1409,-1.7548,1.94
60.589,0.0407,0.8521,-0.4703,0.974
60.65,0.104,0.8263,-0.2153,0.86
60.653,0.0724,-0.4326,0.1666,0.469
60.656,0.3689,-0.9907,0.9843,1.444
60.66,0.1864,0.307,-1.7811,1.817
60.663,0.0866,0.1006,0.6095,0.624
60.664,0.1182,0.453,-0.6079,0.767
60.666,0.133,-0.0903,0.5054,0.53
60.667,-0.4761,-0.6534,-0.025,0.809
60.685,0.1559,0.0209,-1.1036,1.115
60.687,0.3614,0.6641,0.5939,0.961
60.752,0.5664,0.5208,-0.3159,0.832
60.754,0.3975,-0.1016,-0.4488,0.608
60.755,-0.172,-0.0979,-0.4608,0.502
60.758,0.6805,0.6384,1.081,1.428
60.759,-0.4812,0.5507,0.2155,0.762
60.76,-0.1543,0.7851,-0.2382,0.835
60.762,0.4906,-0.1148,-0.043,0.506
60.764,0.0842,-0.3825,-0.2788,0.481
60.773,0.6745,-0.1564,1.3624,1.528
60.784,-0.2994,0.8003,-0.8702,1.22
60.84,-0.2192,0.6642,-0.116,0.709
60.841,-0.7861,-0.6011,-0.3697,1.056
60.841,-0.5472,-0.7365,-0.6319,1.114
60.841,-0.1598,-0.9857,1.5074,1.808
60.842,0.0049,0.2404,-1.4902,1.509
60.843,-0.2458,0.0669,0.4527,0.519
60.853,-0.0399,0.226,-0.6809,0.719
60.863,0.1663,-0.6878,0.4672,0.848
60.887,-0.1504,-0.048,0.0972,0.185
60.889,0.4602,0.7775,0.0924,0.908
60.936,0.4951,0.1732,0.9927,1.123
60.938,0.2776,-0.2488,0.7305,0.82
60.941,-0.3773,-0.6428,-0.2128,0.775
60.942,0.1775,0.3624,-0.5624,0.692
60.945,0.008,0.2239,0.0469,0.229
60.946,-0.068,0.4237,0.673,0.798
60.953,-0.1762,-0.1437,-1.5333,1.55
60.966,-0.8729,-1.2575,-1.1059,1.888
60.973,-0.5536,-0.4112,-1.1837,1.37
61.027,0.7617,0.3172,0.8993,1.22
61.027,-0.2586,0.0234,1.511,1.533
61.028,-0.4883,-0.691,-0.8617,1.208
61.028,-0.4449,-0.7336,-0.4714,0.979
61.029,-0.073,-0.2163,0.108,0.253
61.034,1.2792,0.1861,1.5937,2.052
61.044,0.0296,0.1576,0.0505,0.168
61.053,-0.183,-0.5147,0.4778,0.726
61.063,-0.4896,-0.8047,-0.7097,1.179
61.082,0.0275,-0.1935,0.4551,0.495
61.088,0.4592,0.6153,0.388,0.86
61.138,0.3088,0.0925,0.4287,0.536
61.142,0.2251,-0.0158,0.1605,0.277
61.152,0.0714,-0.5688,-0.1208,0.586
61.156,-0.2388,-0.4727,-0.2478,0.585
61.158,-0.0015,0.2914,-0.5147,0.592
61.16,-0.0095,-0.264,0.6081,0.663
61.161,-0.2698,-0.4771,0.1903,0.58
61.165,-0.3939,-0.1154,-1.5479,1.601
61.174,-0.895,-0.5955,-1.4114,1.774
61.182,0.2891,0.5653,-0.31,0.707
61.195,0.3132,0.2238,0.358,0.526
61.203,-0.0547,-0.6398,0.71,0.957
61.266,-0.4051,-0.5227,-1.0246,1.219
61.266,-0.5331,-0.4057,-1.0532,1.248
61.267,0.4497,0.8783,0.2637,1.021
61.267,0.6387,0.1009,1.1519,1.321
61.268,-0.3742,-0.3339,-0.0548,0.505
61.268,-0.6572,-0.6423,0.2732,0.959
61.283,-0.1223,0.371,-0.1493,0.418
61.293,0.1966,0.8945,0.3056,0.965
61.304,0.7281,0.5152,1.1137,1.427
61.305,-0.0842,-0.14,0.0806,0.182
61.313,-0.301,-0.4209,0.0219,0.518
61.36,0.033,0.4992,-0.4725,0.688
61.36,0.5849,0.8206,0.0914,1.012
61.361,-0.2091,0.1312,0.1356,0.282
61.361,-0.0997,-0.1839,-0.2977,0.364
61.362,0.1575,-0.7654,0.897,1.19
61.374,-0.6989,-0.0817,-0.8484,1.102
61.382,-0.0597,0.6178,0.1201,0.632
61.401,0.2647,0.8465,0.2841,0.931
61.404,0.0388,-0.2541,1.1364,1.165
61.48,0.3442,-0.3075,0.4481,0.643
61.483,0.0227,0.2795,-0.0847,0.293
61.484,-0.4492,0.0544,-0.2223,0.504
61.484,0.1246,0.8695,-0.5036,1.012
61.485,1.0399,0.4274,-0.8794,1.427
61.486,0.6737,-0.1055,1.6536,1.789
61.488,0.3196,0.7563,-0.6713,1.061
61.491,-0.1483,0.7741,0.0852,0.793
61.495,0.3761,0.982,-0.1267,1.059
61.503,0.1838,-0.231,0.4036,0.5
61.517,-0.494,-0.3411,-1.24,1.378
61.572,-0.3351,0.2987,-0.8629,0.973
61.575,0.5189,0.6874,-0.3672,0.936
61.576,-0.0206,0.0269,0.3858,0.387
61.577,-0.0104,-0.1974,0.2972,0.357
61.58,-0.3176,-0.6821,-0.6018,0.963
61.581,0.4427,0.056,-0.0104,0.446
61.583,0.3447,0.7103,-0.3492,0.863
61.595,0.2635,0.5674,0.1716,0.649
61.603,0.0509,0.0574,-0.3492,0.357
61.62,-0.1048,-0.3044,0.0639,0.328
61.688,0.8336,0.2637,-0.1588,0.889
61.69,-0.1765,0.4429,-0.1373,0.496
61.691,0.0829,0.6582,0.1225,0.675
61.691,0.0731,-0.0887,-0.4999,0.513
61.693,0.0945,-0.2862,-0.2712,0.405
61.694,0.5093,0.1886,1.6094,1.699
61.696,0.0705,0.8171,-1.2229,1.472
61.697,0.1643,0.605,0.1538,0.645
61.703,0.088,-0.5599,-0.058,0.57
61.715,0.4916,0.0755,0.1922,0.533
61.734,-0.027,0.3069,-0.4027,0.507
61.738,0.258,0.5087,-0.0028,0.57
61.792,0.5042,0.6008,-0.0722,0.788
61.794,0.1904,-0.6581,0.0081,0.685
61.795,0.0021,-0.8399,-0.266,0.881
61.797,-0.3631,-0.3568,-0.4648,0.689
61.799,-0.204,-0.007,0.2905,0.355
61.8,-0.1423,-0.2861,0.3731,0.491
61.803,-0.3914,-0.7979,0.0331,0.889
61.814,-0.6201,-0.2832,-0.8792,1.112
61.834,0.5147,-0.2563,0.9068,1.074
61.839,0.5431,0.237,0.7775,0.978
61.901,0.4984,0.0858,-0.1587,0.53
61.902,0.0004,-0.1696,-0.2605,0.311
61.902,-0.115,-0.285,-1.1009,1.143
61.903,0.4603,-0.0834,-0.2175,0.516
61.903,0.3565,0.6548,1.5709,1.739
61.903,0.2388,0.448,-0.3325,0.607
61.904,-0.524,-0.728,-0.2116,0.922
61.913,-0.3701,-0.8086,-0.0763,0.893
61.933,-0.1989,-0.4463,0.8454,0.976
61.937,0.1071,0.3636,-0.2225,0.44
61.993,-0.1353,-0.1753,-0.019,0.222
61.996,-0.3483,-0.5952,-0.14,0.704
61.997,-0.509,-0.9007,-0.1293,1.043
62,-0.2272,-0.3329,-0.7351,0.838
62.001,0.5406,0.4934,0.1543,0.748
62.004,0.1823,0.3028,0.1902,0.401
62.007,-0.3886,-0.3985,0.3637,0.665
62.014,-0.6136,-0.8569,-0.6311,1.228
62.033,-0.2517,0.5813,-0.8191,1.035
62.039,1.0351,0.4568,1.0017,1.511
62.102,-0.0378,-0.1774,1.192,1.206
62.102,-0.1195,0.2278,-0.9352,0.97
62.103,-1.0077,-0.7299,-0.4827,1.335
62.103,-0.7608,0.096,-0.5318,0.933
62.104,0.23,0.6581,-0.2971,0.758
62.104,-0.0873,-0.4268,1.3131,1.383
62.104,-0.3268,-0.5651,-0.9746,1.173
62.116,-0.4031,-1.0509,0.9013,1.442
62.124,-0.1562,0.1372,-0.2827,0.351
62.133,0.2363,0.7184,0.5984,0.964
62.147,-0.239,-0.4802,-0.0312,0.537
62.153,-0.585,-0.6232,-0.0384,0.856
62.202,-0.5859,-0.1131,-0.1138,0.607
62.203,-0.1212,0.1014,-0.4226,0.451
62.203,0.1575,0.7074,-0.3926,0.824
62.204,0.5976,0.9132,0.5926,1.242
62.204,0.3255,0.0461,1.2619,1.304
62.214,0.166,0.1589,-0.6966,0.734
62.233,0.5568,0.7492,-0.1004,0.939
62.234,0.5097,0.6948,0.2156,0.888
62.279,1.2121,0.1681,0.3581,1.275
62.281,0.7797,-0.3662,1.3636,1.613
62.283,-0.3414,0.2247,-1.6221,1.673
62.283,-0.2835,0.1113,-1.2881,1.324
62.284,-0.5004,0.3692,-0.2239,0.661
62.296,-0.2861,0.5477,-0.4956,0.792
62.303,0.0047,-1.0695,1.6521,1.968
62.316,-0.3498,-0.2386,-2.6312,2.665
62.373,-0.7384,-0.1352,-0.5027,0.903
62.374,0.1143,0.5371,-0.5661,0.789
62.374,0.0785,0.0239,0.3282,0.338
62.375,-0.3264,-0.6613,-0.3386,0.811
62.375,-0.6532,-0.4473,-0.9431,1.231
62.375,-0.3405,0.1221,-0.7348,0.819
62.384,0.3904,0.5494,0.2241,0.71
62.396,0.3853,0.5429,0.6754,0.948
62.403,-0.3746,-0.6338,0.1356,0.749
62.419,0.007,-0.0392,-0.3145,0.317
62.497,0.0703,0.9822,-0.1912,1.003
62.499,0.0293,0.6336,-1.3703,1.51
62.5,0.1871,-0.1639,-0.4664,0.529
62.501,0.2016,-0.4243,-0.7465,0.882
62.503,0.3879,-0.2169,-0.027,0.445
62.505,-0.3376,0.5681,-0.9524,1.159
62.507,-0.1786,0.7782,-0.5801,0.987
62.509,0.0286,0.3349,0.0856,0.347
62.51,-0.3683,-0.5422,-0.113,0.665
62.515,0.578,-1.1922,1.1883,1.78
62.533,-0.2174,-0.0888,-1.0192,1.046
62.536,0.4997,0.5428,0.094,0.744
62.586,0.3131,-0.3544,-0.3668,0.598
62.587,-0.1635,-0.6648,0.7201,0.994
62.587,-0.3611,-0.523,-0.149,0.653
62.587,0.4506,0.3523,-0.2461,0.623
62.588,0.2927,0.5417,0.8624,1.06
62.597,0.4727,0.4807,0.2926,0.735
62.604,-0.4472,-0.6485,0.1968,0.812
62.622,-0.3079,-0.2913,-0.6891,0.809
62.628,0.3585,0.1311,-0.172,0.419
62.634,-0.3894,0.3257,0.3428,0.613
62.675,-0.0217,0.1292,-0.9597,0.969
62.677,-0.1868,-0.7965,-0.5527,0.987
62.678,0.3874,-0.3891,-0.3719,0.663
62.679,0.193,-0.517,0.8479,1.012
62.684,-0.1663,0.1769,0.2109,0.322
62.694,-0.2122,-0.0288,-0.3469,0.408
62.703,-0.1376,-0.4564,-0.7192,0.863
62.719,-0.3706,-0.7171,0.3127,0.866
